% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
124 +1.769679999e+03 +1.769679999e+03 +1.918829999e+03 +1.918829999e+03 -1.2126e+00 -8.4062e-01 +2.0987e-01 +3.6534e-01 -4.1537e+00 -2.0823e+00 -3.4460e-01 -1.8879e+00 -3.2563e+00 +5.8845e+00
137 +1.525304999e+03 +1.525304999e+03 +1.674454999e+03 +1.674454999e+03 -1.4696e+00 -5.1856e-01 +1.7877e-03 +2.0344e+00 -3.3524e+00 -2.9182e+00 -1.7392e+00 -1.4057e+00 -3.4301e+00 +4.0742e+00
143 +7.759149802e+02 +7.759149802e+02 +9.250649802e+02 +9.250649802e+02 -1.8840e+00 -7.6781e-01 +7.2633e-02 +1.0999e+00 -3.1832e+00 -2.6259e+00 -1.8193e+00 -2.2611e+00 -2.5204e+00 +3.7820e+00
194 +4.876961638e+02 +4.876961638e+02 +6.368461638e+02 +6.368461638e+02 -1.7511e+00 -1.7160e-01 -4.7472e-01 +1.0317e+00 -4.6140e+00 -2.2756e+00 -2.0042e+00 -1.7533e+00 -1.9707e+00 +9.0363e-02
210 +1.817140018e+02 +1.817140018e+02 +3.308640018e+02 +3.308640018e+02 -1.2659e+00 -6.3666e-01 -3.2628e-01 +1.2771e+00 -4.0148e+00 -2.5967e+00 -1.6035e+00 -1.4970e+00 -1.2766e+00 -5.0706e-01
251 +1.282288654e+02 +1.282288654e+02 +2.773788654e+02 +2.773788654e+02 -1.0076e+00 -9.2167e-01 -1.0353e+00 +9.0304e-01 -3.3747e+00 -2.3005e+00 -1.5102e+00 -2.6545e+00 -7.3199e-01 -3.5389e-02
274 +6.962551086e+01 +6.962551086e+01 +2.187755109e+02 +2.187755109e+02 -7.2266e-01 -7.0688e-01 -5.9531e-01 +7.2536e-01 -3.7926e+00 -2.4057e+00 -1.8964e+00 -2.4380e+00 -7.0867e-01 -5.5168e-01
276 +4.118984155e+01 +4.118984155e+01 +1.903398415e+02 +1.903398415e+02 -7.9706e-01 -1.0937e+00 -9.3081e-01 +8.3988e-01 -3.6056e+00 -2.4339e+00 -1.8827e+00 -2.0052e+00 -1.1168e+00 -9.1829e-02
300 +1.813364855e+01 +1.813364855e+01 +1.672836486e+02 +1.672836486e+02 -5.4549e-01 -9.7412e-01 -6.8247e-01 +1.0226e+00 -3.8032e+00 -2.3240e+00 -1.8309e+00 -1.9241e+00 -8.0539e-01 -3.8378e-01
424 +1.316258976e+01 +1.316258976e+01 +1.623125898e+02 +1.623125898e+02 -4.9428e-01 -9.2640e-01 -7.9018e-01 +1.0118e+00 -3.7015e+00 -2.2621e+00 -1.6941e+00 -1.9331e+00 -8.5605e-01 -4.5611e-01
442 +9.314489540e+00 +9.314489540e+00 +1.584644895e+02 +1.584644895e+02 -5.0673e-01 -9.9080e-01 -8.8573e-01 +9.3714e-01 -3.7687e+00 -2.1354e+00 -1.7665e+00 -2.0673e+00 -9.3106e-01 -5.0882e-01
643 +6.158298897e+00 +6.158298897e+00 +1.553082989e+02 +1.553082989e+02 -2.4559e-01 -7.1489e-01 -5.2753e-01 +1.0403e+00 -3.6966e+00 -2.1618e+00 -1.7735e+00 -2.0664e+00 -8.9468e-01 -4.9529e-01
892 +3.971145127e+00 +3.971145127e+00 +1.531211451e+02 +1.531211451e+02 -9.8574e-02 -4.3539e-01 -1.1279e-01 +1.5913e+00 -3.2054e+00 -1.9124e+00 -1.7496e+00 -2.0773e+00 -8.8735e-01 -5.2106e-01
1019 +2.328556655e+00 +2.328556655e+00 +1.514785567e+02 +1.514785567e+02 -7.0228e-02 -3.8985e-01 -9.6019e-03 +1.7847e+00 -2.8631e+00 -1.4811e+00 -1.3387e+00 -1.8344e+00 -8.5767e-01 -4.7620e-01
1102 +1.291062556e+00 +1.291062556e+00 +1.504410626e+02 +1.504410626e+02 -7.3232e-02 -3.8378e-01 -1.2199e-03 +1.8028e+00 -2.8282e+00 -1.3723e+00 -1.1428e+00 -1.6461e+00 -7.3580e-01 -4.5418e-01
1143 +9.892921478e-01 +9.892921478e-01 +1.501392921e+02 +1.501392921e+02 -6.1580e-02 -3.7962e-01 -3.5492e-03 +1.8079e+00 -2.8090e+00 -1.3330e+00 -1.0852e+00 -1.5654e+00 -6.4767e-01 -4.4021e-01
1227 +6.038284030e-01 +6.038284030e-01 +1.497538284e+02 +1.497538284e+02 -5.7353e-02 -3.7604e-01 +1.6765e-02 +1.8257e+00 -2.7785e+00 -1.2763e+00 -9.9349e-01 -1.4076e+00 -4.8650e-01 -3.0873e-01
1284 +3.959749797e-01 +3.959749797e-01 +1.495459750e+02 +1.495459750e+02 -5.4955e-02 -3.7269e-01 +1.6013e-02 +1.8338e+00 -2.7675e+00 -1.2420e+00 -9.2647e-01 -1.3148e+00 -3.4846e-01 -1.9254e-01
1332 +2.379039088e-01 +2.379039088e-01 +1.493879039e+02 +1.493879039e+02 -5.8574e-02 -3.7216e-01 +1.2337e-02 +1.8342e+00 -2.7736e+00 -1.2449e+00 -9.1476e-01 -1.2717e+00 -2.7651e-01 -9.2241e-02
1356 +1.095457625e-01 +1.095457625e-01 +1.492595458e+02 +1.492595458e+02 -5.5267e-02 -3.7120e-01 +1.2621e-02 +1.8392e+00 -2.7520e+00 -1.2141e+00 -8.6193e-01 -1.1738e+00 -1.2023e-01 +1.2144e-01
1382 +9.991765200e-02 +9.991765200e-02 +1.492499177e+02 +1.492499177e+02 -5.6254e-02 -3.6700e-01 +1.9034e-02 +1.8398e+00 -2.7519e+00 -1.2196e+00 -8.7276e-01 -1.1946e+00 -1.3256e-01 +1.0864e-01
1414 +5.036870256e-02 +5.036870256e-02 +1.492003687e+02 +1.492003687e+02 -5.7392e-02 -3.6951e-01 +1.7976e-02 +1.8423e+00 -2.7476e+00 -1.2100e+00 -8.5380e-01 -1.1548e+00 -7.3167e-02 +2.0768e-01
1462 +3.761999700e-02 +3.761999700e-02 +1.491876200e+02 +1.491876200e+02 -5.5756e-02 -3.6992e-01 +1.7875e-02 +1.8448e+00 -2.7456e+00 -1.2068e+00 -8.5093e-01 -1.1492e+00 -6.0632e-02 +2.3045e-01
1504 +2.239929601e-02 +2.239929601e-02 +1.491723993e+02 +1.491723993e+02 -5.3782e-02 -3.6762e-01 +2.1745e-02 +1.8458e+00 -2.7388e+00 -1.1942e+00 -8.2440e-01 -1.0986e+00 +3.4573e-02 +3.9472e-01
1554 +1.117134531e-02 +1.117134531e-02 +1.491611713e+02 +1.491611713e+02 -5.7593e-02 -3.7246e-01 +1.9682e-02 +1.8514e+00 -2.7359e+00 -1.1901e+00 -8.1968e-01 -1.0862e+00 +6.2370e-02 +4.4798e-01
1557 +8.870267842e-03 +8.870267842e-03 +1.491588703e+02 +1.491588703e+02 -5.5494e-02 -3.6998e-01 +1.9362e-02 +1.8504e+00 -2.7373e+00 -1.1893e+00 -8.1934e-01 -1.0891e+00 +5.7401e-02 +4.3697e-01
1563 +5.992374546e-03 +5.992374546e-03 +1.491559924e+02 +1.491559924e+02 -5.5519e-02 -3.6919e-01 +2.0352e-02 +1.8501e+00 -2.7386e+00 -1.1912e+00 -8.1988e-01 -1.0884e+00 +5.8401e-02 +4.4258e-01
1582 +3.054385492e-03 +3.054385492e-03 +1.491530544e+02 +1.491530544e+02 -5.5280e-02 -3.7030e-01 +1.8814e-02 +1.8497e+00 -2.7385e+00 -1.1909e+00 -8.1871e-01 -1.0884e+00 +5.6952e-02 +4.4072e-01
1599 +2.156966742e-03 +2.156966742e-03 +1.491521570e+02 +1.491521570e+02 -5.5346e-02 -3.7029e-01 +1.9104e-02 +1.8494e+00 -2.7380e+00 -1.1901e+00 -8.1685e-01 -1.0851e+00 +6.3768e-02 +4.5283e-01
1603 +1.567490224e-03 +1.567490224e-03 +1.491515675e+02 +1.491515675e+02 -5.4997e-02 -3.7037e-01 +1.9173e-02 +1.8498e+00 -2.7376e+00 -1.1900e+00 -8.1606e-01 -1.0835e+00 +6.7125e-02 +4.5917e-01
1623 +9.463515021e-04 +9.463515021e-04 +1.491509464e+02 +1.491509464e+02 -5.5512e-02 -3.7079e-01 +1.9121e-02 +1.8498e+00 -2.7374e+00 -1.1899e+00 -8.1487e-01 -1.0818e+00 +7.0341e-02 +4.6566e-01
1642 +5.587788624e-04 +5.587788624e-04 +1.491505588e+02 +1.491505588e+02 -5.5480e-02 -3.7097e-01 +1.8877e-02 +1.8501e+00 -2.7369e+00 -1.1889e+00 -8.1290e-01 -1.0783e+00 +7.7334e-02 +4.7945e-01
1648 +3.748022884e-04 +3.748022884e-04 +1.491503748e+02 +1.491503748e+02 -5.5202e-02 -3.7073e-01 +1.9222e-02 +1.8502e+00 -2.7366e+00 -1.1887e+00 -8.1197e-01 -1.0767e+00 +8.0771e-02 +4.8628e-01
1666 +2.481639599e-04 +2.481639599e-04 +1.491502482e+02 +1.491502482e+02 -5.5271e-02 -3.7086e-01 +1.9143e-02 +1.8501e+00 -2.7366e+00 -1.1886e+00 -8.1196e-01 -1.0763e+00 +8.1593e-02 +4.8823e-01
1695 +1.581887921e-04 +1.581887921e-04 +1.491501582e+02 +1.491501582e+02 -5.5111e-02 -3.7055e-01 +1.9299e-02 +1.8503e+00 -2.7365e+00 -1.1886e+00 -8.1110e-01 -1.0741e+00 +8.6409e-02 +4.9858e-01
1713 +7.162995092e-05 +7.162995092e-05 +1.491500716e+02 +1.491500716e+02 -5.4935e-02 -3.7062e-01 +1.9167e-02 +1.8505e+00 -2.7362e+00 -1.1879e+00 -8.0995e-01 -1.0720e+00 +9.0492e-02 +5.0661e-01
1720 +5.731461098e-05 +5.731461098e-05 +1.491500573e+02 +1.491500573e+02 -5.4979e-02 -3.7075e-01 +1.9116e-02 +1.8501e+00 -2.7363e+00 -1.1880e+00 -8.1018e-01 -1.0726e+00 +8.9230e-02 +5.0422e-01
1721 +3.946694574e-05 +3.946694574e-05 +1.491500395e+02 +1.491500395e+02 -5.5208e-02 -3.7079e-01 +1.9212e-02 +1.8504e+00 -2.7362e+00 -1.1876e+00 -8.0943e-01 -1.0710e+00 +9.2376e-02 +5.1019e-01
1729 +2.212616647e-05 +2.212616647e-05 +1.491500221e+02 +1.491500221e+02 -5.4981e-02 -3.7060e-01 +1.9270e-02 +1.8504e+00 -2.7360e+00 -1.1875e+00 -8.0946e-01 -1.0710e+00 +9.2393e-02 +5.1055e-01
1742 +1.340848834e-05 +1.340848834e-05 +1.491500134e+02 +1.491500134e+02 -5.5091e-02 -3.7068e-01 +1.9237e-02 +1.8504e+00 -2.7360e+00 -1.1875e+00 -8.0956e-01 -1.0711e+00 +9.2019e-02 +5.0977e-01
1743 +6.918416545e-06 +6.918416545e-06 +1.491500069e+02 +1.491500069e+02 -5.5176e-02 -3.7079e-01 +1.9225e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0935e-01 -1.0707e+00 +9.2775e-02 +5.1139e-01
1756 +4.459730690e-06 +4.459730690e-06 +1.491500045e+02 +1.491500045e+02 -5.5131e-02 -3.7073e-01 +1.9227e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0946e-01 -1.0711e+00 +9.2101e-02 +5.0992e-01
1764 +1.512361024e-06 +1.512361024e-06 +1.491500015e+02 +1.491500015e+02 -5.5211e-02 -3.7080e-01 +1.9240e-02 +1.8505e+00 -2.7360e+00 -1.1874e+00 -8.0936e-01 -1.0709e+00 +9.2592e-02 +5.1097e-01
1783 +9.580615767e-07 +9.580615767e-07 +1.491500010e+02 +1.491500010e+02 -5.5201e-02 -3.7080e-01 +1.9165e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0941e-01 -1.0710e+00 +9.2363e-02 +5.1052e-01
1798 +3.529439425e-07 +3.529439425e-07 +1.491500004e+02 +1.491500004e+02 -5.5210e-02 -3.7079e-01 +1.9216e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0936e-01 -1.0709e+00 +9.2582e-02 +5.1094e-01
1802 +1.164375476e-07 +1.164375476e-07 +1.491500001e+02 +1.491500001e+02 -5.5195e-02 -3.7080e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0938e-01 -1.0710e+00 +9.2485e-02 +5.1076e-01
1864 +9.101327691e-08 +9.101327691e-08 +1.491500001e+02 +1.491500001e+02 -5.5196e-02 -3.7080e-01 +1.9195e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0942e-01 -1.0710e+00 +9.2354e-02 +5.1051e-01
1874 +5.885880228e-08 +5.885880228e-08 +1.491500001e+02 +1.491500001e+02 -5.5200e-02 -3.7080e-01 +1.9203e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0942e-01 -1.0710e+00 +9.2348e-02 +5.1049e-01
1877 +3.844073149e-08 +3.844073149e-08 +1.491500000e+02 +1.491500000e+02 -5.5197e-02 -3.7079e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0940e-01 -1.0710e+00 +9.2407e-02 +5.1061e-01
1882 +1.109989967e-08 +1.109989967e-08 +1.491500000e+02 +1.491500000e+02 -5.5196e-02 -3.7080e-01 +1.9203e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0939e-01 -1.0710e+00 +9.2419e-02 +5.1064e-01
1883 +7.211411912e-09 +7.211411912e-09 +1.491500000e+02 +1.491500000e+02 -5.5197e-02 -3.7080e-01 +1.9203e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0940e-01 -1.0710e+00 +9.2391e-02 +5.1058e-01
1884 +5.873715736e-09 +5.873715736e-09 +1.491500000e+02 +1.491500000e+02 -5.5199e-02 -3.7080e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0939e-01 -1.0710e+00 +9.2408e-02 +5.1062e-01
